Start,Slut,NO2 (115),NOX as NO2 (114),PM10 (116),PM2.5 (111)
21-11-2016 16:00,21-11-2016 17:00,46,76,28.6,5.7
21-11-2016 17:00,21-11-2016 18:00,39.4,57.3,18.5,6.3
21-11-2016 18:00,21-11-2016 19:00,38.4,54.1,16.4,8.2
21-11-2016 19:00,21-11-2016 20:00,39,57.9,17.6,12.4
21-11-2016 20:00,21-11-2016 21:00,26.8,34.2,18.6,15.6
21-11-2016 21:00,21-11-2016 22:00,21.9,30.3,27.4,23
21-11-2016 22:00,21-11-2016 23:00,20,41.5,29.4,24.9
21-11-2016 23:00,22-11-2016 00:00,12.5,14.4,29,23.5
22-11-2016 00:00,22-11-2016 01:00,12,13.5,29.3,22.5
22-11-2016 01:00,22-11-2016 02:00,10.8,12,25.9,20.4
22-11-2016 02:00,22-11-2016 03:00,10.7,11.6,25.6,19.3
22-11-2016 03:00,22-11-2016 04:00,9.6,11.3,25.1,19
22-11-2016 04:00,22-11-2016 05:00,8.7,9.6,25.5,19.1
22-11-2016 05:00,22-11-2016 06:00,11.9,15.5,26.2,19.5
22-11-2016 06:00,22-11-2016 07:00,18.9,25.3,27.6,21
22-11-2016 07:00,22-11-2016 08:00,28.2,41.6,28.3,21.9
22-11-2016 08:00,22-11-2016 09:00,25.7,37.3,28.4,21.8
22-11-2016 09:00,22-11-2016 10:00,25.1,40.2,31.2,22
22-11-2016 10:00,22-11-2016 11:00,26.4,45.5,30.7,22.1
22-11-2016 11:00,22-11-2016 12:00,23.2,40.5,30.1,22.5
22-11-2016 12:00,22-11-2016 13:00,22.8,42.6,,23.1
22-11-2016 13:00,22-11-2016 14:00,36.3,108.8,35,22.6
22-11-2016 14:00,22-11-2016 15:00,29.8,58,34.5,22.9
22-11-2016 15:00,22-11-2016 16:00,32,55.5,39.5,23
22-11-2016 16:00,22-11-2016 17:00,25.7,50.6,35.9,22
22-11-2016 17:00,22-11-2016 18:00,23.7,33,36.7,21.7
22-11-2016 18:00,22-11-2016 19:00,20.3,28.5,33.2,20.9
22-11-2016 19:00,22-11-2016 20:00,19.5,25.8,33.8,21.2
22-11-2016 20:00,22-11-2016 21:00,19.7,26.1,37.7,21.9
22-11-2016 21:00,22-11-2016 22:00,20.7,31.6,34.9,22.3
22-11-2016 22:00,22-11-2016 23:00,15.2,22.9,34.7,21.7
22-11-2016 23:00,23-11-2016 00:00,12.3,24.7,33.5,21.1
23-11-2016 00:00,23-11-2016 01:00,10.1,12.3,30,21.4
23-11-2016 01:00,23-11-2016 02:00,16.7,33.4,27.7,20.9
23-11-2016 02:00,23-11-2016 03:00,11.2,12.4,26.4,20.7
23-11-2016 03:00,23-11-2016 04:00,16.2,37.7,26.4,20
23-11-2016 04:00,23-11-2016 05:00,16.4,22.2,24,18.6
23-11-2016 05:00,23-11-2016 06:00,25.5,60.4,25.7,18.5
23-11-2016 06:00,23-11-2016 07:00,39.4,159.6,27.7,18.5
23-11-2016 07:00,23-11-2016 08:00,56.5,342.6,32.5,19.3
23-11-2016 08:00,23-11-2016 09:00,50.4,190,32.3,19.6
23-11-2016 09:00,23-11-2016 10:00,53.1,245.9,30.2,18.4
23-11-2016 10:00,23-11-2016 11:00,46.5,140.7,28.7,17.5
23-11-2016 11:00,23-11-2016 12:00,78.9,447.1,33.8,16.5
23-11-2016 12:00,23-11-2016 13:00,66.2,353,31.9,14.5
23-11-2016 13:00,23-11-2016 14:00,69.7,257.1,32.3,13.5
23-11-2016 14:00,23-11-2016 15:00,57.2,241.8,29.2,12.7
23-11-2016 15:00,23-11-2016 16:00,55.3,192.6,27.7,12.9
23-11-2016 16:00,23-11-2016 17:00,62.7,158.1,25.6,11.3
23-11-2016 17:00,23-11-2016 18:00,57.7,121.3,28.6,10.8
23-11-2016 18:00,23-11-2016 19:00,33.9,71.5,25.4,9.1
23-11-2016 19:00,23-11-2016 20:00,28.7,48,22.7,8.6
23-11-2016 20:00,23-11-2016 21:00,19.6,28.6,22.5,7.4
23-11-2016 21:00,23-11-2016 22:00,14.1,20.1,19.4,6.6
23-11-2016 22:00,23-11-2016 23:00,20.4,42.6,16.8,6.2
23-11-2016 23:00,24-11-2016 00:00,19,35.7,19.9,5.9
24-11-2016 00:00,24-11-2016 01:00,16.2,23.8,19.3,5.1
24-11-2016 01:00,24-11-2016 02:00,17.4,35.8,13.6,3.9
24-11-2016 02:00,24-11-2016 03:00,10.9,21.7,8.8,2.2
24-11-2016 03:00,24-11-2016 04:00,4.9,7.3,12.3,0.9
24-11-2016 04:00,24-11-2016 05:00,3.1,7.8,9.8,0.2
24-11-2016 05:00,24-11-2016 06:00,13.8,33.7,8.2,0.3
24-11-2016 06:00,24-11-2016 07:00,33.7,77.6,9.3,0.5
24-11-2016 07:00,24-11-2016 08:00,56.9,185,10.6,0.7
24-11-2016 08:00,24-11-2016 09:00,60,219.2,13.4,0.8
24-11-2016 09:00,24-11-2016 10:00,59.7,168.3,18.6,1.1
24-11-2016 10:00,24-11-2016 11:00,63.8,157.5,44,2.6
24-11-2016 11:00,24-11-2016 12:00,77.7,261.7,82,5.5
24-11-2016 12:00,24-11-2016 13:00,69.9,274.3,98.8,7.9
24-11-2016 13:00,24-11-2016 14:00,76.1,237.8,108.8,8.1
24-11-2016 14:00,24-11-2016 15:00,79.5,254.2,97.7,7.3
24-11-2016 15:00,24-11-2016 16:00,77.5,262.7,100.7,7.2
24-11-2016 16:00,24-11-2016 17:00,90.4,280.3,96.7,7.3
24-11-2016 17:00,24-11-2016 18:00,74.7,222,80.4,8.5
24-11-2016 18:00,24-11-2016 19:00,57.4,152.9,69.6,6.4
24-11-2016 19:00,24-11-2016 20:00,44,93.1,57.2,4.7
24-11-2016 20:00,24-11-2016 21:00,44.9,107.5,50.9,4.2
24-11-2016 21:00,24-11-2016 22:00,40.7,72.3,41.9,3.5
24-11-2016 22:00,24-11-2016 23:00,33.5,64.3,31.8,2.5
24-11-2016 23:00,25-11-2016 00:00,28.7,58.2,17.2,1.8
25-11-2016 00:00,25-11-2016 01:00,26.5,49.7,23.2,3.9
25-11-2016 01:00,25-11-2016 02:00,31.9,78.6,28,2.2
25-11-2016 02:00,25-11-2016 03:00,22.3,37.1,16.4,1.6
25-11-2016 03:00,25-11-2016 04:00,19.3,65.5,15,1.6
25-11-2016 04:00,25-11-2016 05:00,24.9,133.3,9.3,1.3
25-11-2016 05:00,25-11-2016 06:00,35,76.4,8.9,1.2
25-11-2016 06:00,25-11-2016 07:00,73.5,243.9,19.9,2.3
25-11-2016 07:00,25-11-2016 08:00,91.5,324.1,43.2,5.7
25-11-2016 08:00,25-11-2016 09:00,94.7,391.7,67,8.1
25-11-2016 09:00,25-11-2016 10:00,88.6,401.8,46.4,6.1
25-11-2016 10:00,25-11-2016 11:00,72.2,297.9,24.2,3.9
25-11-2016 11:00,25-11-2016 12:00,54.1,138.1,19.8,4
25-11-2016 12:00,25-11-2016 13:00,63.1,178.7,16.7,4.1
25-11-2016 13:00,25-11-2016 14:00,76.9,262.2,14.2,3.9
25-11-2016 14:00,25-11-2016 15:00,62.8,159.9,13.9,3.4
25-11-2016 15:00,25-11-2016 16:00,67.3,177.2,14.5,4.2
25-11-2016 16:00,25-11-2016 17:00,89.8,296.1,15,7.1
25-11-2016 17:00,25-11-2016 18:00,64.9,183,12.9,8.5
25-11-2016 18:00,25-11-2016 19:00,61.6,142.5,12.4,7.2
25-11-2016 19:00,25-11-2016 20:00,41.8,80.7,9.6,4.5
25-11-2016 20:00,25-11-2016 21:00,30.6,54.3,9.2,3.4
25-11-2016 21:00,25-11-2016 22:00,25.7,50,11,5.2
25-11-2016 22:00,25-11-2016 23:00,24,55.5,10.4,3.7
25-11-2016 23:00,26-11-2016 00:00,19.3,36.7,8.8,2.4
26-11-2016 00:00,26-11-2016 01:00,17.1,27.8,9.2,2.3
26-11-2016 01:00,26-11-2016 02:00,18.8,29,10.2,2
26-11-2016 02:00,26-11-2016 03:00,20.3,35.7,9.7,1.9
26-11-2016 03:00,26-11-2016 04:00,18.4,35,8.8,1.9
26-11-2016 04:00,26-11-2016 05:00,11.2,16.6,6.5,1.5
26-11-2016 05:00,26-11-2016 06:00,11.2,17.7,5.7,1.4
26-11-2016 06:00,26-11-2016 07:00,10,15.7,6.1,1.4
26-11-2016 07:00,26-11-2016 08:00,20.4,43.2,8,1.5
26-11-2016 08:00,26-11-2016 09:00,27.2,47.9,6.4,1.7
26-11-2016 09:00,26-11-2016 10:00,38.6,70.1,7.7,1.9
26-11-2016 10:00,26-11-2016 11:00,38.5,90.6,7.8,1.6
26-11-2016 11:00,26-11-2016 12:00,38,82,7.2,1.6
26-11-2016 12:00,26-11-2016 13:00,26.4,54.3,10,1
26-11-2016 13:00,26-11-2016 14:00,26.6,51.9,15,0.9
26-11-2016 14:00,26-11-2016 15:00,46.8,85.9,19.3,1.3
26-11-2016 15:00,26-11-2016 16:00,57.4,120.7,11.4,1.4
26-11-2016 16:00,26-11-2016 17:00,65.4,138.3,12.2,3.7
26-11-2016 17:00,26-11-2016 18:00,82.6,169.1,17.3,2.3
26-11-2016 18:00,26-11-2016 19:00,60.8,147.7,43.8,3.9
26-11-2016 19:00,26-11-2016 20:00,39.6,70.3,68.6,5.9
26-11-2016 20:00,26-11-2016 21:00,26.4,47.1,57.8,5
26-11-2016 21:00,26-11-2016 22:00,22.2,43.6,41.3,4.1
26-11-2016 22:00,26-11-2016 23:00,15.4,35.3,41.1,2.8
26-11-2016 23:00,27-11-2016 00:00,22.7,45,44.1,2.5
27-11-2016 00:00,27-11-2016 01:00,21.6,37.8,35.1,2
27-11-2016 01:00,27-11-2016 02:00,15.6,29.6,30.8,1.7
27-11-2016 02:00,27-11-2016 03:00,15.4,34.9,24.4,1.4
27-11-2016 03:00,27-11-2016 04:00,8.2,13.6,19.5,1.3
27-11-2016 04:00,27-11-2016 05:00,5.6,12.9,16.6,1.2
27-11-2016 05:00,27-11-2016 06:00,3.1,10,13.5,1.2
27-11-2016 06:00,27-11-2016 07:00,3.3,6.2,23.1,1.5
27-11-2016 07:00,27-11-2016 08:00,4.8,13.5,5.3,0.7
27-11-2016 08:00,27-11-2016 09:00,6.4,13.3,7,1.3
27-11-2016 09:00,27-11-2016 10:00,13.8,22.5,8.8,0.9
27-11-2016 10:00,27-11-2016 11:00,18.8,44.3,11.7,1.1
27-11-2016 11:00,27-11-2016 12:00,16.5,30.6,12.2,1.8
27-11-2016 12:00,27-11-2016 13:00,21.2,49,8.8,2.2
27-11-2016 13:00,27-11-2016 14:00,26.2,51.1,10.4,1.7
27-11-2016 14:00,27-11-2016 15:00,28.8,52.2,10.3,2
27-11-2016 15:00,27-11-2016 16:00,31.7,57,13.8,2.1
27-11-2016 16:00,27-11-2016 17:00,26.7,52.1,8.8,1.9
27-11-2016 17:00,27-11-2016 18:00,28.7,59,12.6,2.8
27-11-2016 18:00,27-11-2016 19:00,27.7,60.8,11.2,2.8
27-11-2016 19:00,27-11-2016 20:00,21.4,49.4,11.4,5.3
27-11-2016 20:00,27-11-2016 21:00,15.2,28.4,8.3,3.2
27-11-2016 21:00,27-11-2016 22:00,22.8,41.5,5.4,3.5
27-11-2016 22:00,27-11-2016 23:00,31.5,69.4,4.6,2.4
27-11-2016 23:00,28-11-2016 00:00,15,35.5,7.8,1.5
28-11-2016 00:00,28-11-2016 01:00,6.1,9.5,26.9,1.4
28-11-2016 01:00,28-11-2016 02:00,6.7,10.7,8.3,1.5
28-11-2016 02:00,28-11-2016 03:00,11.9,25.2,8.7,1.6
28-11-2016 03:00,28-11-2016 04:00,10.6,25.7,9.1,1.7
28-11-2016 04:00,28-11-2016 05:00,2.9,4.6,5.6,1.2
28-11-2016 05:00,28-11-2016 06:00,9.1,15.4,6.1,1.2
28-11-2016 06:00,28-11-2016 07:00,44.3,91.1,9.5,1.3
28-11-2016 07:00,28-11-2016 08:00,69.3,203.5,10.4,2
28-11-2016 08:00,28-11-2016 09:00,83.1,217.5,12.9,2
28-11-2016 09:00,28-11-2016 10:00,84.2,212.4,14.2,2.3
28-11-2016 10:00,28-11-2016 11:00,76,222.3,12.3,2
28-11-2016 11:00,28-11-2016 12:00,53.4,137.3,12.1,2.1
28-11-2016 12:00,28-11-2016 13:00,74.8,215.3,12.6,2.6
28-11-2016 13:00,28-11-2016 14:00,84.1,222.6,16.4,2.9
28-11-2016 14:00,28-11-2016 15:00,88.2,195,14.4,2.9
28-11-2016 15:00,28-11-2016 16:00,87.3,249,19.6,2.9
28-11-2016 16:00,28-11-2016 17:00,80.9,225.7,15.9,2.7
28-11-2016 17:00,28-11-2016 18:00,51.9,105.2,15.8,2.3
28-11-2016 18:00,28-11-2016 19:00,46.3,96.7,10.9,2.3
28-11-2016 19:00,28-11-2016 20:00,30.5,58.1,7.9,2.6
28-11-2016 20:00,28-11-2016 21:00,30.2,56,10.9,2.9
28-11-2016 21:00,28-11-2016 22:00,21.5,37.2,10.2,3.3
28-11-2016 22:00,28-11-2016 23:00,25.6,46.7,10.2,2.9
28-11-2016 23:00,29-11-2016 00:00,14.4,23.1,9.9,1.8
29-11-2016 00:00,29-11-2016 01:00,12.1,18.9,9.1,1.7
29-11-2016 01:00,29-11-2016 02:00,8.5,11.9,10,1.8
29-11-2016 02:00,29-11-2016 03:00,17.3,33.9,11.3,1.9
29-11-2016 03:00,29-11-2016 04:00,14.2,19,11.2,2.7
29-11-2016 04:00,29-11-2016 05:00,33.6,74.3,10.6,2.6
29-11-2016 05:00,29-11-2016 06:00,47.1,113.7,11.6,4.1
29-11-2016 06:00,29-11-2016 07:00,86.8,282.9,16.1,6.5
29-11-2016 07:00,29-11-2016 08:00,109.5,383.4,16.9,6.2
29-11-2016 08:00,29-11-2016 09:00,98,324.2,22.9,7.4
29-11-2016 09:00,29-11-2016 10:00,109.4,454.6,20.3,6.1
29-11-2016 10:00,29-11-2016 11:00,119.2,492.5,19.4,5
29-11-2016 11:00,29-11-2016 12:00,91,245.7,20.6,5.4
29-11-2016 12:00,29-11-2016 13:00,75.5,209.5,21.8,6
29-11-2016 13:00,29-11-2016 14:00,75.9,219.7,15.4,4.1
29-11-2016 14:00,29-11-2016 15:00,67.8,165.9,10.6,2.9
29-11-2016 15:00,29-11-2016 16:00,60.7,118.4,13.7,3.8
29-11-2016 16:00,29-11-2016 17:00,82.8,242.3,15.8,3.7
29-11-2016 17:00,29-11-2016 18:00,50.4,86.8,15.9,3.9
29-11-2016 18:00,29-11-2016 19:00,47.4,94.9,14.5,4.1
29-11-2016 19:00,29-11-2016 20:00,43.6,87.9,14.1,5
29-11-2016 20:00,29-11-2016 21:00,34.1,49.5,15.4,5.6
29-11-2016 21:00,29-11-2016 22:00,35.1,61.1,12.5,3.6
29-11-2016 22:00,29-11-2016 23:00,33.6,57.9,12,2.3
29-11-2016 23:00,30-11-2016 00:00,19.3,31.2,10.7,2
30-11-2016 00:00,30-11-2016 01:00,14.3,19,10.3,2.2
30-11-2016 01:00,30-11-2016 02:00,19.2,33.4,9.9,2.1
30-11-2016 02:00,30-11-2016 03:00,13,21.9,6.5,1.8
30-11-2016 03:00,30-11-2016 04:00,25.5,67.3,7.4,1.5
30-11-2016 04:00,30-11-2016 05:00,12.5,18.5,7.7,1.4
30-11-2016 05:00,30-11-2016 06:00,19.6,30.9,8.5,1.5
30-11-2016 06:00,30-11-2016 07:00,64.7,151.1,9.8,2.1
30-11-2016 07:00,30-11-2016 08:00,82.8,246.3,12.1,2.1
30-11-2016 08:00,30-11-2016 09:00,97.6,319.1,16,2.2
30-11-2016 09:00,30-11-2016 10:00,76.1,205.4,18,2.2
30-11-2016 10:00,30-11-2016 11:00,62.4,219.7,18.5,2.3
30-11-2016 11:00,30-11-2016 12:00,65.7,171.8,25.3,2.4
30-11-2016 12:00,30-11-2016 13:00,65.2,163.9,58.6,4.6
30-11-2016 13:00,30-11-2016 14:00,61.7,150.9,88.8,6.6
30-11-2016 14:00,30-11-2016 15:00,68,162.8,93.5,8.4
30-11-2016 15:00,30-11-2016 16:00,90.7,247.7,113.6,10
30-11-2016 16:00,30-11-2016 17:00,77,233.6,103.8,8.1
30-11-2016 17:00,30-11-2016 18:00,60.2,134,96.4,10.4
30-11-2016 18:00,30-11-2016 19:00,50.7,120,89,8.6
30-11-2016 19:00,30-11-2016 20:00,33.1,58.7,79.1,6.6
30-11-2016 20:00,30-11-2016 21:00,28.9,49.1,59.3,5.3
30-11-2016 21:00,30-11-2016 22:00,28.5,49.6,59.2,5.6
30-11-2016 22:00,30-11-2016 23:00,24,47.3,42.8,5.8
30-11-2016 23:00,01-12-2016 00:00,22.3,49.4,33.1,3.9
01-12-2016 00:00,01-12-2016 01:00,21.3,45.3,32,3.7
01-12-2016 01:00,01-12-2016 02:00,17.7,37.8,33,3.3
01-12-2016 02:00,01-12-2016 03:00,10.6,16.5,21.3,2.1
01-12-2016 03:00,01-12-2016 04:00,12.8,19.4,16.5,2.2
01-12-2016 04:00,01-12-2016 05:00,8.7,11.1,17,1.8
01-12-2016 05:00,01-12-2016 06:00,25.4,39.5,24.3,2.4
01-12-2016 06:00,01-12-2016 07:00,70.3,178.9,71.2,6.2
01-12-2016 07:00,01-12-2016 08:00,78.5,192.8,94.2,8.2
01-12-2016 08:00,01-12-2016 09:00,96.9,309.1,62.1,5.2
01-12-2016 09:00,01-12-2016 10:00,124.2,423.1,81.3,7.9
01-12-2016 10:00,01-12-2016 11:00,94.3,272.2,109.7,10.4
01-12-2016 11:00,01-12-2016 12:00,88.1,269.9,163.7,15.8
01-12-2016 12:00,01-12-2016 13:00,90.8,252.4,151.1,16.7
01-12-2016 13:00,01-12-2016 14:00,92.9,287.4,158.3,16.5
01-12-2016 14:00,01-12-2016 15:00,109.1,442.1,132.9,14.6
01-12-2016 15:00,01-12-2016 16:00,117.3,450.4,169.4,20.2
01-12-2016 16:00,01-12-2016 17:00,123,375.9,143.6,17.3
01-12-2016 17:00,01-12-2016 18:00,87.8,244.2,78.6,10
01-12-2016 18:00,01-12-2016 19:00,84,194.7,53.2,8.6
01-12-2016 19:00,01-12-2016 20:00,75.6,153.7,89.3,11.5
01-12-2016 20:00,01-12-2016 21:00,54.4,138.2,112.1,13.9
01-12-2016 21:00,01-12-2016 22:00,44.3,105.9,82.4,10.5
01-12-2016 22:00,01-12-2016 23:00,39.1,76.7,60.9,7.5
01-12-2016 23:00,02-12-2016 00:00,16.9,26.4,38.2,4.5
02-12-2016 00:00,02-12-2016 01:00,21.5,40.1,33.6,3.7
02-12-2016 01:00,02-12-2016 02:00,17.4,38.8,22.5,3.1
02-12-2016 02:00,02-12-2016 03:00,23.4,45.6,15.4,1.8
02-12-2016 03:00,02-12-2016 04:00,11.3,18.8,7.5,1.3
02-12-2016 04:00,02-12-2016 05:00,7.1,10.9,4.3,0.7
02-12-2016 05:00,02-12-2016 06:00,17.1,31.1,6.3,0.9
02-12-2016 06:00,02-12-2016 07:00,45.5,97.8,12.5,1.3
02-12-2016 07:00,02-12-2016 08:00,59.6,120.5,17.7,1.6
02-12-2016 08:00,02-12-2016 09:00,86.1,235.5,15.7,2.3
02-12-2016 09:00,02-12-2016 10:00,88.1,261.2,10,2.3
02-12-2016 10:00,02-12-2016 11:00,54,122.7,8.8,2.3
02-12-2016 11:00,02-12-2016 12:00,54,128.8,9.6,2.4
02-12-2016 12:00,02-12-2016 13:00,51.8,128.7,10.2,2.3
02-12-2016 13:00,02-12-2016 14:00,42.8,105.7,10.8,2.4
02-12-2016 14:00,02-12-2016 15:00,48,109.7,10.5,2.4
02-12-2016 15:00,02-12-2016 16:00,54.3,138.9,16,2.3
02-12-2016 16:00,02-12-2016 17:00,52.5,120.9,14.2,2.4
02-12-2016 17:00,02-12-2016 18:00,42.8,88.2,17.3,2.9
02-12-2016 18:00,02-12-2016 19:00,28,58.8,29.8,3.8
02-12-2016 19:00,02-12-2016 20:00,30,61.9,34.3,4.5
02-12-2016 20:00,02-12-2016 21:00,24.3,52.3,34.5,4.2
02-12-2016 21:00,02-12-2016 22:00,42.3,82.3,47.3,5.2
02-12-2016 22:00,02-12-2016 23:00,44.1,98.9,48.4,6.7
02-12-2016 23:00,03-12-2016 00:00,38.1,73.3,50.2,5.7
03-12-2016 00:00,03-12-2016 01:00,38.3,85.4,41.9,4.6
03-12-2016 01:00,03-12-2016 02:00,31.7,61.4,44.9,5
03-12-2016 02:00,03-12-2016 03:00,52.4,114,20.7,2.7
03-12-2016 03:00,03-12-2016 04:00,44.9,133.4,14.5,2.4
03-12-2016 04:00,03-12-2016 05:00,30.3,53.3,11.2,2.3
03-12-2016 05:00,03-12-2016 06:00,28.4,64.5,12.6,2.3
03-12-2016 06:00,03-12-2016 07:00,22.4,35.3,12.1,2.6
03-12-2016 07:00,03-12-2016 08:00,31.7,75.5,13.8,2.6
03-12-2016 08:00,03-12-2016 09:00,29.9,52.1,15.2,3
03-12-2016 09:00,03-12-2016 10:00,42.8,111.7,17.3,3.2
03-12-2016 10:00,03-12-2016 11:00,63.3,130.4,23.6,4.7
03-12-2016 11:00,03-12-2016 12:00,73.5,163.7,25.7,5.6
03-12-2016 12:00,03-12-2016 13:00,77.9,183.5,23.9,6.1
03-12-2016 13:00,03-12-2016 14:00,72,167.7,28.1,4.5
03-12-2016 14:00,03-12-2016 15:00,70.5,183,24.8,4.7
03-12-2016 15:00,03-12-2016 16:00,73.7,192.7,21.9,5.1
03-12-2016 16:00,03-12-2016 17:00,80,201.3,21.5,5.7
03-12-2016 17:00,03-12-2016 18:00,80.7,223,24.7,7
03-12-2016 18:00,03-12-2016 19:00,82.1,218.7,29.4,8.6
03-12-2016 19:00,03-12-2016 20:00,75.3,183.1,23.9,8.5
03-12-2016 20:00,03-12-2016 21:00,85.6,286.6,22.3,8.1
03-12-2016 21:00,03-12-2016 22:00,72.5,177.6,24.4,10.2
03-12-2016 22:00,03-12-2016 23:00,76.6,201,21.1,8
03-12-2016 23:00,04-12-2016 00:00,73.6,216.8,19.8,8.1
04-12-2016 00:00,04-12-2016 01:00,68.2,172.5,17.3,6.9
04-12-2016 01:00,04-12-2016 02:00,55.2,140.4,17.2,6.2
04-12-2016 02:00,04-12-2016 03:00,63.1,154.9,25.1,10.2
04-12-2016 03:00,04-12-2016 04:00,58.8,152.2,23.1,11.5
04-12-2016 04:00,04-12-2016 05:00,53,96.7,17.6,9.5
04-12-2016 05:00,04-12-2016 06:00,35.6,49.3,13.9,7.5
04-12-2016 06:00,04-12-2016 07:00,22.6,24.9,10.6,5
04-12-2016 07:00,04-12-2016 08:00,24.5,29,9.7,3.8
04-12-2016 08:00,04-12-2016 09:00,30.3,43.2,10.5,3.9
04-12-2016 09:00,04-12-2016 10:00,21.6,26.4,9.1,2.8
04-12-2016 10:00,04-12-2016 11:00,24.6,37,9.3,2.6
04-12-2016 11:00,04-12-2016 12:00,53.1,143.5,13.5,3.9
04-12-2016 12:00,04-12-2016 13:00,68.4,173,14.2,3.9
04-12-2016 13:00,04-12-2016 14:00,65.8,130.3,13.5,4.5
04-12-2016 14:00,04-12-2016 15:00,49.4,93,13.3,4.8
04-12-2016 15:00,04-12-2016 16:00,53.1,130.2,11,4.6
04-12-2016 16:00,04-12-2016 17:00,44.3,75.8,7.5,4.9
04-12-2016 17:00,04-12-2016 18:00,44.5,72.7,9.4,4.2
04-12-2016 18:00,04-12-2016 19:00,41.8,80.1,8,3.5
04-12-2016 19:00,04-12-2016 20:00,36.1,79.5,6.4,2.7
04-12-2016 20:00,04-12-2016 21:00,30.7,49,7.5,2.6
04-12-2016 21:00,04-12-2016 22:00,29.5,64.8,7.7,2.3
04-12-2016 22:00,04-12-2016 23:00,21.5,35.7,8.5,2.4
04-12-2016 23:00,05-12-2016 00:00,13.6,19.7,7.1,2.6
05-12-2016 00:00,05-12-2016 01:00,16,24.5,6.1,2.2
05-12-2016 01:00,05-12-2016 02:00,20.2,41.2,5.9,1.9
05-12-2016 02:00,05-12-2016 03:00,11.6,18.2,5.7,1.6
05-12-2016 03:00,05-12-2016 04:00,8.6,11.4,5.9,1.3
05-12-2016 04:00,05-12-2016 05:00,8.5,10.2,6.4,1.1
05-12-2016 05:00,05-12-2016 06:00,18,53.5,6,1.2
05-12-2016 06:00,05-12-2016 07:00,41.9,103.2,8.1,1.2
05-12-2016 07:00,05-12-2016 08:00,72,206.4,10.7,1.6
05-12-2016 08:00,05-12-2016 09:00,59.8,134.5,11,1.4
05-12-2016 09:00,05-12-2016 10:00,55.1,176.3,13.6,2
05-12-2016 10:00,05-12-2016 11:00,50.1,135.8,20.6,2.7
05-12-2016 11:00,05-12-2016 12:00,47.2,91.3,30.2,3
05-12-2016 12:00,05-12-2016 13:00,47.6,111.6,58.2,4.3
05-12-2016 13:00,05-12-2016 14:00,52.4,140.5,66.1,5.3
05-12-2016 14:00,05-12-2016 15:00,56.1,109.7,68.6,5.7
05-12-2016 15:00,05-12-2016 16:00,56.3,109.2,118.4,10.2
05-12-2016 16:00,05-12-2016 17:00,58.6,133.3,207.4,20.1
05-12-2016 17:00,05-12-2016 18:00,39.8,67.6,119.2,11.6
05-12-2016 18:00,05-12-2016 19:00,38,77.4,82.7,9.5
05-12-2016 19:00,05-12-2016 20:00,22.4,40,55.9,6.7
05-12-2016 20:00,05-12-2016 21:00,19.7,34.5,51.1,6
05-12-2016 21:00,05-12-2016 22:00,15.7,22.8,46.9,6.1
05-12-2016 22:00,05-12-2016 23:00,13.9,23,38.3,5
05-12-2016 23:00,06-12-2016 00:00,,,31.4,4.3
06-12-2016 00:00,06-12-2016 01:00,13.6,20.5,29.1,4.5
06-12-2016 01:00,06-12-2016 02:00,8.2,11,26.6,4
06-12-2016 02:00,06-12-2016 03:00,8.6,12.1,22.5,2.9
06-12-2016 03:00,06-12-2016 04:00,9.4,18.2,17.7,2.9
06-12-2016 04:00,06-12-2016 05:00,6,7.7,13.8,2.5
06-12-2016 05:00,06-12-2016 06:00,22.8,34.9,15.8,2.4
06-12-2016 06:00,06-12-2016 07:00,55.7,203,25.8,3.5
06-12-2016 07:00,06-12-2016 08:00,91.8,258.7,28.5,3.9
06-12-2016 08:00,06-12-2016 09:00,128.7,442.4,32.6,4.7
06-12-2016 09:00,06-12-2016 10:00,106,301.5,29,4.3
06-12-2016 10:00,06-12-2016 11:00,106.9,310.6,25.6,5.7
06-12-2016 11:00,06-12-2016 12:00,98,314.6,32.3,6.3
06-12-2016 12:00,06-12-2016 13:00,77.9,178.8,48.6,6.3
06-12-2016 13:00,06-12-2016 14:00,79.9,261.4,94.6,8.8
06-12-2016 14:00,06-12-2016 15:00,117.2,396.3,67.6,8
06-12-2016 15:00,06-12-2016 16:00,126.3,390.8,30.6,5.2
06-12-2016 16:00,06-12-2016 17:00,105.2,337.7,22.5,4.4
06-12-2016 17:00,06-12-2016 18:00,108.2,304.2,19.8,4.5
06-12-2016 18:00,06-12-2016 19:00,94.5,298.9,22.7,5.4
06-12-2016 19:00,06-12-2016 20:00,95.7,149.5,20.2,5.7
06-12-2016 20:00,06-12-2016 21:00,75.8,150.7,19.4,6.5
06-12-2016 21:00,06-12-2016 22:00,70.3,143.2,19.1,6.8
06-12-2016 22:00,06-12-2016 23:00,55.3,88.3,17.6,4.7
06-12-2016 23:00,07-12-2016 00:00,49.4,71.6,14,4.2
07-12-2016 00:00,07-12-2016 01:00,34.6,62.4,10.4,3.3
07-12-2016 01:00,07-12-2016 02:00,51,107.3,12.7,2.7
07-12-2016 02:00,07-12-2016 03:00,28.8,42,9.4,2.3
07-12-2016 03:00,07-12-2016 04:00,33.6,66.6,7.6,2.2
07-12-2016 04:00,07-12-2016 05:00,14.9,23.6,6.9,1.8
07-12-2016 05:00,07-12-2016 06:00,16.2,20.4,8.7,2.1
07-12-2016 06:00,07-12-2016 07:00,47,88.3,12.3,2.2
