Start,Slut,NO2 (344),NOX as NO2 (345),PM10 (342),PM2.5 (343)
15-10-2016 13:00,15-10-2016 14:00,12.8,30.9,11.5,2.2
15-10-2016 14:00,15-10-2016 15:00,15.7,36.4,7.1,2.8
15-10-2016 15:00,15-10-2016 16:00,16.1,34.4,10.4,1.5
15-10-2016 16:00,15-10-2016 17:00,21.9,46.4,14,3.7
15-10-2016 17:00,15-10-2016 18:00,16.3,36.2,6.7,3.6
15-10-2016 18:00,15-10-2016 19:00,16.1,28,7.5,3.9
15-10-2016 19:00,15-10-2016 20:00,11.9,19.4,8.2,3.9
15-10-2016 20:00,15-10-2016 21:00,11.1,16.7,11.1,5.4
15-10-2016 21:00,15-10-2016 22:00,13.1,22.7,11.5,6.1
15-10-2016 22:00,15-10-2016 23:00,13.8,25.9,11.3,4.9
15-10-2016 23:00,16-10-2016 00:00,25.1,44.7,12.6,4.6
16-10-2016 00:00,16-10-2016 01:00,16.2,27.3,12.6,5.4
16-10-2016 01:00,16-10-2016 02:00,17.4,29.6,12.4,5.4
16-10-2016 02:00,16-10-2016 03:00,13,20.7,9.8,3.8
16-10-2016 03:00,16-10-2016 04:00,10.2,16.8,10.7,4.4
16-10-2016 04:00,16-10-2016 05:00,10.4,18.8,11.4,3.5
16-10-2016 05:00,16-10-2016 06:00,8.7,15.4,9.9,3.9
16-10-2016 06:00,16-10-2016 07:00,18.8,37.1,9.2,2.8
16-10-2016 07:00,16-10-2016 08:00,24.2,45,11.6,3.8
16-10-2016 08:00,16-10-2016 09:00,36.1,69.3,12.7,3.2
16-10-2016 09:00,16-10-2016 10:00,38.7,77.6,15.3,4.4
16-10-2016 10:00,16-10-2016 11:00,49.2,107.4,21,6.6
16-10-2016 11:00,16-10-2016 12:00,53.3,121.4,25.2,7.2
16-10-2016 12:00,16-10-2016 13:00,50.9,107.2,22.5,8.3
16-10-2016 13:00,16-10-2016 14:00,50.5,106.3,22.1,6.5
16-10-2016 14:00,16-10-2016 15:00,52,108.3,23.3,6.6
16-10-2016 15:00,16-10-2016 16:00,53.3,110.1,22.7,6.5
16-10-2016 16:00,16-10-2016 17:00,59.3,123.4,24.4,8.6
16-10-2016 17:00,16-10-2016 18:00,50.5,100.7,19.4,6.3
16-10-2016 18:00,16-10-2016 19:00,42.4,90.1,20.2,5.8
16-10-2016 19:00,16-10-2016 20:00,52.4,109,20,6.4
16-10-2016 20:00,16-10-2016 21:00,43.4,85.8,17.7,5.2
16-10-2016 21:00,16-10-2016 22:00,40.7,82.5,16.1,5.7
16-10-2016 22:00,16-10-2016 23:00,36.9,71.8,13.5,3.5
16-10-2016 23:00,17-10-2016 00:00,23.6,41.6,9,3.3
17-10-2016 00:00,17-10-2016 01:00,18.6,34,9.4,2.1
17-10-2016 01:00,17-10-2016 02:00,17.3,28.9,9,3.7
17-10-2016 02:00,17-10-2016 03:00,13.2,19.1,10.7,5.2
17-10-2016 03:00,17-10-2016 04:00,22.9,35,33.5,5.4
17-10-2016 04:00,17-10-2016 05:00,20.6,33.8,14.4,7.3
17-10-2016 05:00,17-10-2016 06:00,40.4,76.9,23.5,6.7
17-10-2016 06:00,17-10-2016 07:00,70.5,192.8,21.5,7.3
17-10-2016 07:00,17-10-2016 08:00,72.9,195.3,18.6,6.6
17-10-2016 08:00,17-10-2016 09:00,88.6,266.9,22.9,9.1
17-10-2016 09:00,17-10-2016 10:00,76.5,190.2,32.1,7.9
17-10-2016 10:00,17-10-2016 11:00,59.9,132.9,35.7,8.6
17-10-2016 11:00,17-10-2016 12:00,60,131.9,33.9,8.8
17-10-2016 12:00,17-10-2016 13:00,66.2,150.8,35.2,7.6
17-10-2016 13:00,17-10-2016 14:00,62.8,143.4,33.4,9.3
17-10-2016 14:00,17-10-2016 15:00,62.9,148,41.3,8
17-10-2016 15:00,17-10-2016 16:00,74.7,186.2,30.7,6.8
17-10-2016 16:00,17-10-2016 17:00,76.1,198.7,26.3,7.2
17-10-2016 17:00,17-10-2016 18:00,55.7,97.8,26.9,9.7
17-10-2016 18:00,17-10-2016 19:00,58.4,107.1,32.7,11.2
17-10-2016 19:00,17-10-2016 20:00,63.3,122.8,30.4,7.2
17-10-2016 20:00,17-10-2016 21:00,51.2,95.8,27,10.3
17-10-2016 21:00,17-10-2016 22:00,36.5,65.2,22.7,8.9
17-10-2016 22:00,17-10-2016 23:00,32.5,54.6,19.2,8.4
17-10-2016 23:00,18-10-2016 00:00,25.2,37.8,15.4,6
18-10-2016 00:00,18-10-2016 01:00,28.3,44.2,15,6.9
18-10-2016 01:00,18-10-2016 02:00,29.3,42.7,18.1,5.2
18-10-2016 02:00,18-10-2016 03:00,32.3,48.4,16.5,7.4
18-10-2016 03:00,18-10-2016 04:00,32.1,47.4,16,8
18-10-2016 04:00,18-10-2016 05:00,27.6,39.1,18,9.4
18-10-2016 05:00,18-10-2016 06:00,42.6,77.8,25,9.5
18-10-2016 06:00,18-10-2016 07:00,72.6,194.3,28.9,12.5
18-10-2016 07:00,18-10-2016 08:00,68.5,189.3,29.2,12.5
18-10-2016 08:00,18-10-2016 09:00,72.6,221.7,25.5,10
18-10-2016 09:00,18-10-2016 10:00,67,182.2,36.2,9.3
18-10-2016 10:00,18-10-2016 11:00,68.4,182,36.9,8.2
18-10-2016 11:00,18-10-2016 12:00,65.1,170,35.1,9.2
18-10-2016 12:00,18-10-2016 13:00,59.3,150.5,36,9.3
18-10-2016 13:00,18-10-2016 14:00,63.8,159,34.8,8.4
18-10-2016 14:00,18-10-2016 15:00,63.6,155.6,31.5,10.2
18-10-2016 15:00,18-10-2016 16:00,62.3,157.1,26,10.9
18-10-2016 16:00,18-10-2016 17:00,59.2,155.3,25,10.5
18-10-2016 17:00,18-10-2016 18:00,43.7,87.9,29.7,9.3
18-10-2016 18:00,18-10-2016 19:00,46.7,94.3,31.9,12.1
18-10-2016 19:00,18-10-2016 20:00,38.8,78.3,30.4,12.3
18-10-2016 20:00,18-10-2016 21:00,30.3,60.3,26.2,14
18-10-2016 21:00,18-10-2016 22:00,30.4,56.6,27.4,14
18-10-2016 22:00,18-10-2016 23:00,30.5,56.9,23.4,11.7
18-10-2016 23:00,19-10-2016 00:00,22.8,40.7,21.8,10.9
19-10-2016 00:00,19-10-2016 01:00,13.5,22.5,19.4,11.7
19-10-2016 01:00,19-10-2016 02:00,10,19,19,11.3
19-10-2016 02:00,19-10-2016 03:00,6.4,10.1,20.7,12.6
19-10-2016 03:00,19-10-2016 04:00,5.6,9,16.3,10.8
19-10-2016 04:00,19-10-2016 05:00,8.5,16.5,14.3,9.1
19-10-2016 05:00,19-10-2016 06:00,28.9,66.3,18.4,11.6
19-10-2016 06:00,19-10-2016 07:00,28.5,73.9,19.1,10.9
19-10-2016 07:00,19-10-2016 08:00,47.1,139.9,18.1,14.6
19-10-2016 08:00,19-10-2016 09:00,50,154.8,22.4,12.6
19-10-2016 09:00,19-10-2016 10:00,43,131.3,22.9,10.8
19-10-2016 10:00,19-10-2016 11:00,41.7,95.5,30.4,13.7
19-10-2016 11:00,19-10-2016 12:00,41.8,95.1,31.3,13.9
19-10-2016 12:00,19-10-2016 13:00,43.5,104.4,26,11.5
19-10-2016 13:00,19-10-2016 14:00,45.7,110.1,29.6,10.1
19-10-2016 14:00,19-10-2016 15:00,27.5,60.5,21.8,8.4
19-10-2016 15:00,19-10-2016 16:00,19.2,35,20,10
19-10-2016 16:00,19-10-2016 17:00,23.3,41.3,21.3,11.4
19-10-2016 17:00,19-10-2016 18:00,19,28.7,23.2,13.7
19-10-2016 18:00,19-10-2016 19:00,15.6,25.5,21.3,11.4
19-10-2016 19:00,19-10-2016 20:00,16.4,25,18.1,10.4
19-10-2016 20:00,19-10-2016 21:00,10.2,14,19.8,10.4
19-10-2016 21:00,19-10-2016 22:00,12.7,23.6,20.2,13.9
19-10-2016 22:00,19-10-2016 23:00,8.8,13.6,24.7,10.5
19-10-2016 23:00,20-10-2016 00:00,7.6,11.5,18.9,10.9
20-10-2016 00:00,20-10-2016 01:00,5.8,7.2,14.7,10.3
20-10-2016 01:00,20-10-2016 02:00,4,5.5,17.3,9.8
20-10-2016 02:00,20-10-2016 03:00,4.1,5.4,15.4,10.6
20-10-2016 03:00,20-10-2016 04:00,3.6,5.2,14.8,8.2
20-10-2016 04:00,20-10-2016 05:00,4.2,5.7,14.1,7.9
20-10-2016 05:00,20-10-2016 06:00,7,13.7,17.5,11.5
20-10-2016 06:00,20-10-2016 07:00,19.5,38.5,21.2,13.4
20-10-2016 07:00,20-10-2016 08:00,20.6,42.2,20.3,11.3
20-10-2016 08:00,20-10-2016 09:00,20.5,32.7,17,7.7
20-10-2016 09:00,20-10-2016 10:00,23.2,41.3,19,9.8
20-10-2016 10:00,20-10-2016 11:00,29.7,64.2,27.6,10.7
20-10-2016 11:00,20-10-2016 12:00,14.6,26.8,16,12.5
20-10-2016 12:00,20-10-2016 13:00,24.6,54.9,26.3,9.3
20-10-2016 13:00,20-10-2016 14:00,16.9,35.2,67.9,8.2
20-10-2016 14:00,20-10-2016 15:00,19.5,40.5,24,14.8
20-10-2016 15:00,20-10-2016 16:00,28.7,59.7,23.2,13.5
20-10-2016 16:00,20-10-2016 17:00,25.6,49.4,24.1,14.4
20-10-2016 17:00,20-10-2016 18:00,23.1,38,22.7,14.5
20-10-2016 18:00,20-10-2016 19:00,28,51,27.8,15.9
20-10-2016 19:00,20-10-2016 20:00,19.1,30.1,22.3,16.7
20-10-2016 20:00,20-10-2016 21:00,13.3,19.4,37.1,16.6
20-10-2016 21:00,20-10-2016 22:00,9,14.1,21.5,14.1
20-10-2016 22:00,20-10-2016 23:00,9.1,15.7,24.3,15
20-10-2016 23:00,21-10-2016 00:00,7.2,10.3,24.5,16.9
21-10-2016 00:00,21-10-2016 01:00,6.6,9,24.6,17.1
21-10-2016 01:00,21-10-2016 02:00,6.6,9,26.1,17.3
21-10-2016 02:00,21-10-2016 03:00,6,9.2,24.4,17.8
21-10-2016 03:00,21-10-2016 04:00,5.4,9.5,24.4,15.8
21-10-2016 04:00,21-10-2016 05:00,5.1,7.1,23.6,17.7
21-10-2016 05:00,21-10-2016 06:00,9.2,16.7,26.5,16.1
21-10-2016 06:00,21-10-2016 07:00,11.9,22.2,23.9,17.5
21-10-2016 07:00,21-10-2016 08:00,15.7,27.8,29.1,19
21-10-2016 08:00,21-10-2016 09:00,16.7,30,28.4,19.1
21-10-2016 09:00,21-10-2016 10:00,16.7,34.6,29,19.3
21-10-2016 10:00,21-10-2016 11:00,15,28.5,29.9,18.9
21-10-2016 11:00,21-10-2016 12:00,15.7,28.5,30.4,19.6
21-10-2016 12:00,21-10-2016 13:00,13.7,25.1,30.4,17.9
21-10-2016 13:00,21-10-2016 14:00,12.7,25.6,26.8,18.5
21-10-2016 14:00,21-10-2016 15:00,15.3,29.9,25,16
21-10-2016 15:00,21-10-2016 16:00,16.7,29.4,24.9,19.8
21-10-2016 16:00,21-10-2016 17:00,13.9,22,27.4,21.2
21-10-2016 17:00,21-10-2016 18:00,14.8,22.6,26.6,17
21-10-2016 18:00,21-10-2016 19:00,12.4,18.9,19.7,12.8
21-10-2016 19:00,21-10-2016 20:00,8.9,13.8,21.4,15.6
21-10-2016 20:00,21-10-2016 21:00,6,9.4,17.4,12.1
21-10-2016 21:00,21-10-2016 22:00,6.9,11,18.4,12.6
21-10-2016 22:00,21-10-2016 23:00,5.7,8.5,17.8,11.6
21-10-2016 23:00,22-10-2016 00:00,6,8.3,16.9,9.6
22-10-2016 00:00,22-10-2016 01:00,5.4,7.5,15.3,10.9
22-10-2016 01:00,22-10-2016 02:00,4.8,6.2,16.5,10
22-10-2016 02:00,22-10-2016 03:00,6,9.7,14.2,10.1
22-10-2016 03:00,22-10-2016 04:00,3.9,5,16.5,8.9
22-10-2016 04:00,22-10-2016 05:00,3.6,5.5,15.5,11.5
22-10-2016 05:00,22-10-2016 06:00,2.9,4.3,18,9.3
22-10-2016 06:00,22-10-2016 07:00,3.2,4,16.9,10.8
22-10-2016 07:00,22-10-2016 08:00,3.7,5.2,18.5,9.9
22-10-2016 08:00,22-10-2016 09:00,5.3,8.5,22.4,11.5
22-10-2016 09:00,22-10-2016 10:00,5.7,9.7,17.1,11.1
22-10-2016 10:00,22-10-2016 11:00,9.2,17.1,23.1,11.9
22-10-2016 11:00,22-10-2016 12:00,8.8,18.7,21.8,13.1
22-10-2016 12:00,22-10-2016 13:00,8.8,15.4,20.5,12
22-10-2016 13:00,22-10-2016 14:00,10.8,20.3,19.4,14.5
22-10-2016 14:00,22-10-2016 15:00,9.5,17.5,17.5,11.5
22-10-2016 15:00,22-10-2016 16:00,13,20.9,17.1,13.3
22-10-2016 16:00,22-10-2016 17:00,13.5,25.6,13.9,10.8
22-10-2016 17:00,22-10-2016 18:00,13.4,22.1,13,6.1
22-10-2016 18:00,22-10-2016 19:00,11.3,17.6,11.4,10
22-10-2016 19:00,22-10-2016 20:00,6.5,10.5,14.8,10
22-10-2016 20:00,22-10-2016 21:00,6.8,10.2,14.6,9.6
22-10-2016 21:00,22-10-2016 22:00,4.6,6.6,15.9,10
22-10-2016 22:00,22-10-2016 23:00,4.7,6.5,15.5,11.8
22-10-2016 23:00,23-10-2016 00:00,4.5,6.4,16.8,10
23-10-2016 00:00,23-10-2016 01:00,4.1,6,16.4,12.4
23-10-2016 01:00,23-10-2016 02:00,3.6,4.9,11,8
23-10-2016 02:00,23-10-2016 03:00,3.4,4.3,11.3,8.5
23-10-2016 03:00,23-10-2016 04:00,3.6,5,10.4,7.7
23-10-2016 04:00,23-10-2016 05:00,2.9,3.9,9.3,6.3
23-10-2016 05:00,23-10-2016 06:00,3.2,4.2,10,7.4
23-10-2016 06:00,23-10-2016 07:00,3.3,5.4,9.8,7.5
23-10-2016 07:00,23-10-2016 08:00,6.1,8.9,9.8,8.4
23-10-2016 08:00,23-10-2016 09:00,5.2,7.7,9,5.6
23-10-2016 09:00,23-10-2016 10:00,6.1,9.7,6.9,5.8
23-10-2016 10:00,23-10-2016 11:00,6.8,11.1,9.3,5.6
23-10-2016 11:00,23-10-2016 12:00,7.1,11.3,8.1,5.4
23-10-2016 12:00,23-10-2016 13:00,9.2,15.2,9.2,5.8
23-10-2016 13:00,23-10-2016 14:00,9.6,14.8,8.7,5.8
23-10-2016 14:00,23-10-2016 15:00,13.9,25.8,9.5,7.5
23-10-2016 15:00,23-10-2016 16:00,36.2,70.6,14.7,8.6
23-10-2016 16:00,23-10-2016 17:00,24.9,47.2,9.7,7.4
23-10-2016 17:00,23-10-2016 18:00,14.2,24,8.8,4.4
23-10-2016 18:00,23-10-2016 19:00,16.4,29.4,7.7,4.6
23-10-2016 19:00,23-10-2016 20:00,12.2,20.8,6.7,2.8
23-10-2016 20:00,23-10-2016 21:00,11.9,19.9,7,4.7
23-10-2016 21:00,23-10-2016 22:00,8,14.8,8.2,3.3
23-10-2016 22:00,23-10-2016 23:00,7.8,13.4,6.3,3.7
23-10-2016 23:00,24-10-2016 00:00,7.2,12.7,7.6,4.4
24-10-2016 00:00,24-10-2016 01:00,7.3,11.7,7.4,5
24-10-2016 01:00,24-10-2016 02:00,7.6,13.2,7.2,4
24-10-2016 02:00,24-10-2016 03:00,5.2,9.3,7.6,5.3
24-10-2016 03:00,24-10-2016 04:00,8,16.2,8.9,7.1
24-10-2016 04:00,24-10-2016 05:00,11.8,23.5,10.5,5.8
24-10-2016 05:00,24-10-2016 06:00,14,32.5,11.7,9.2
24-10-2016 06:00,24-10-2016 07:00,23.4,61.5,12.6,6
24-10-2016 07:00,24-10-2016 08:00,27.1,75.5,12,6.2
24-10-2016 08:00,24-10-2016 09:00,36.4,124.6,14.5,4.4
24-10-2016 09:00,24-10-2016 10:00,42.4,147.7,12.8,6.4
24-10-2016 10:00,24-10-2016 11:00,40.8,105.1,22.1,6.3
24-10-2016 11:00,24-10-2016 12:00,44.6,110.1,23.4,4.9
24-10-2016 12:00,24-10-2016 13:00,45.1,103.1,19.7,8.1
24-10-2016 13:00,24-10-2016 14:00,37.1,86.2,17.3,4.6
24-10-2016 14:00,24-10-2016 15:00,35.5,84.5,18.5,7
24-10-2016 15:00,24-10-2016 16:00,37.9,79.4,25,4.9
24-10-2016 16:00,24-10-2016 17:00,30.1,58,11.8,6.3
24-10-2016 17:00,24-10-2016 18:00,18,33.7,14.9,5.2
24-10-2016 18:00,24-10-2016 19:00,16.8,33,14.2,7.3
24-10-2016 19:00,24-10-2016 20:00,22.7,46.9,19.7,10.6
24-10-2016 20:00,24-10-2016 21:00,11.4,15.3,14.4,10.4
24-10-2016 21:00,24-10-2016 22:00,9.7,16.8,14.3,10.2
24-10-2016 22:00,24-10-2016 23:00,7.1,12.7,10.7,9.7
24-10-2016 23:00,25-10-2016 00:00,9.1,14,10,8.3
25-10-2016 00:00,25-10-2016 01:00,6.5,10.1,8.8,5.6
25-10-2016 01:00,25-10-2016 02:00,5.6,8.8,3.4,2.6
25-10-2016 02:00,25-10-2016 03:00,5.4,8,5.4,2.1
25-10-2016 03:00,25-10-2016 04:00,6.9,10.3,4.2,1.7
25-10-2016 04:00,25-10-2016 05:00,6.6,10.8,5.5,1.2
25-10-2016 05:00,25-10-2016 06:00,12.4,26.9,3.8,1
25-10-2016 06:00,25-10-2016 07:00,31.1,86.7,6.1,0.5
25-10-2016 07:00,25-10-2016 08:00,34.4,87.3,5.5,2
25-10-2016 08:00,25-10-2016 09:00,51.5,153,11.6,3
25-10-2016 09:00,25-10-2016 10:00,51.7,158,13.7,1.5
25-10-2016 10:00,25-10-2016 11:00,59.5,175.7,11.8,5.1
25-10-2016 11:00,25-10-2016 12:00,76.2,237.8,15.3,6.1
25-10-2016 12:00,25-10-2016 13:00,72.5,212.2,14.6,5.7
25-10-2016 13:00,25-10-2016 14:00,64.1,184.7,16.1,3.1
25-10-2016 14:00,25-10-2016 15:00,71,212.5,12,5.6
25-10-2016 15:00,25-10-2016 16:00,59.1,166.8,8.3,4.5
25-10-2016 16:00,25-10-2016 17:00,69.4,273.7,8.4,4.7
25-10-2016 17:00,25-10-2016 18:00,66,216.4,10.3,2.9
25-10-2016 18:00,25-10-2016 19:00,61.8,194.8,9.5,6
25-10-2016 19:00,25-10-2016 20:00,38.5,92.4,9.4,5.2
25-10-2016 20:00,25-10-2016 21:00,39.2,97.5,10.6,5.7
25-10-2016 21:00,25-10-2016 22:00,28.9,60.9,9.7,8.3
25-10-2016 22:00,25-10-2016 23:00,21.2,44.6,9.8,7.8
25-10-2016 23:00,26-10-2016 00:00,14.9,27.6,10.1,4.7
26-10-2016 00:00,26-10-2016 01:00,12.3,22.6,10.1,5.7
26-10-2016 01:00,26-10-2016 02:00,11.6,19.3,10.3,6.3
26-10-2016 02:00,26-10-2016 03:00,10.4,18.6,10.9,6
26-10-2016 03:00,26-10-2016 04:00,11.9,23,10.1,7.9
26-10-2016 04:00,26-10-2016 05:00,19.7,42.2,11.4,6.7
26-10-2016 05:00,26-10-2016 06:00,39.9,100.6,12.3,7.8
26-10-2016 06:00,26-10-2016 07:00,81.3,294.8,21.4,9.9
26-10-2016 07:00,26-10-2016 08:00,76.4,289.7,22.1,11.6
26-10-2016 08:00,26-10-2016 09:00,77.3,317.1,22,10.6
26-10-2016 09:00,26-10-2016 10:00,67.5,289.8,18.4,8
26-10-2016 10:00,26-10-2016 11:00,47.2,155.6,19.9,6
26-10-2016 11:00,26-10-2016 12:00,45.4,160.1,23.4,3.9
26-10-2016 12:00,26-10-2016 13:00,48.4,165.5,23.3,3.6
26-10-2016 13:00,26-10-2016 14:00,52.9,177.7,25.1,3
26-10-2016 14:00,26-10-2016 15:00,51.6,158.9,37,5.1
26-10-2016 15:00,26-10-2016 16:00,54.2,168.3,26.5,3.9
26-10-2016 16:00,26-10-2016 17:00,47.2,112.3,19.2,6.1
26-10-2016 17:00,26-10-2016 18:00,39.6,67.2,19.5,4.5
26-10-2016 18:00,26-10-2016 19:00,36.9,65.4,19.1,4.4
26-10-2016 19:00,26-10-2016 20:00,29.8,52,18.8,4.5
26-10-2016 20:00,26-10-2016 21:00,23.4,42.7,16.1,3.7
26-10-2016 21:00,26-10-2016 22:00,20.7,38.3,27.3,2.6
26-10-2016 22:00,26-10-2016 23:00,16.5,33.1,12.2,0.7
26-10-2016 23:00,27-10-2016 00:00,12.4,23.7,7.6,1.9
27-10-2016 00:00,27-10-2016 01:00,9.8,18.5,8.9,2.4
27-10-2016 01:00,27-10-2016 02:00,9.5,16.2,7.5,3.7
27-10-2016 02:00,27-10-2016 03:00,9.6,19.7,8.7,2.3
27-10-2016 03:00,27-10-2016 04:00,8.7,18.1,6.4,3.4
27-10-2016 04:00,27-10-2016 05:00,10.6,21,7.2,2.7
27-10-2016 05:00,27-10-2016 06:00,19.1,39.8,8.8,3.1
27-10-2016 06:00,27-10-2016 07:00,35.9,90.5,9.6,5.5
27-10-2016 07:00,27-10-2016 08:00,36.1,94.2,9.3,5.3
27-10-2016 08:00,27-10-2016 09:00,33.4,80.1,10.7,6.2
27-10-2016 09:00,27-10-2016 10:00,41.9,121.6,11.6,5.7
27-10-2016 10:00,27-10-2016 11:00,44.9,126.2,12.3,7.2
27-10-2016 11:00,27-10-2016 12:00,45.1,123.3,18,5.2
27-10-2016 12:00,27-10-2016 13:00,42.6,114.7,23.1,3.5
27-10-2016 13:00,27-10-2016 14:00,38.7,92.3,20.1,1.8
27-10-2016 14:00,27-10-2016 15:00,37.6,89.6,27,0.7
27-10-2016 15:00,27-10-2016 16:00,38.6,83.1,17.6,3.2
27-10-2016 16:00,27-10-2016 17:00,41.2,84.1,20,1.9
27-10-2016 17:00,27-10-2016 18:00,28.8,55.8,19.2,3.4
27-10-2016 18:00,27-10-2016 19:00,29.4,56.1,15.3,1.5
27-10-2016 19:00,27-10-2016 20:00,19.9,36.9,14.5,-0.2
27-10-2016 20:00,27-10-2016 21:00,17.6,34.1,16,6
27-10-2016 21:00,27-10-2016 22:00,16.8,32.4,19.9,8.8
27-10-2016 22:00,27-10-2016 23:00,13.9,28.6,22.6,11
27-10-2016 23:00,28-10-2016 00:00,9,15.6,19.9,9.1
28-10-2016 00:00,28-10-2016 01:00,9.1,22.1,17.5,8.9
28-10-2016 01:00,28-10-2016 02:00,6.5,10.2,17.2,10.2
28-10-2016 02:00,28-10-2016 03:00,5.5,8.5,17.7,10.8
28-10-2016 03:00,28-10-2016 04:00,6.5,11.8,14,10.3
28-10-2016 04:00,28-10-2016 05:00,6.2,11.2,13.2,6.9
28-10-2016 05:00,28-10-2016 06:00,13.8,27.6,13.3,9.7
28-10-2016 06:00,28-10-2016 07:00,36.4,87.1,15.6,8.4
28-10-2016 07:00,28-10-2016 08:00,43.3,99.7,11.6,8.5
28-10-2016 08:00,28-10-2016 09:00,51.7,135.6,13.7,7.9
28-10-2016 09:00,28-10-2016 10:00,52.4,173.9,12.1,8.7
28-10-2016 10:00,28-10-2016 11:00,42.4,142.6,9.2,6.4
28-10-2016 11:00,28-10-2016 12:00,34.7,88.5,12.1,1.4
28-10-2016 12:00,28-10-2016 13:00,31.2,84.2,13.2,2.9
28-10-2016 13:00,28-10-2016 14:00,33.8,96.2,12.9,7.7
28-10-2016 14:00,28-10-2016 15:00,39,106.2,18,4.8
28-10-2016 15:00,28-10-2016 16:00,36.6,93.7,19.3,5.2
28-10-2016 16:00,28-10-2016 17:00,36.7,95.6,47.3,6.4
28-10-2016 17:00,28-10-2016 18:00,34.3,78,18.1,2.7
28-10-2016 18:00,28-10-2016 19:00,40.1,87.6,21.5,7.1
28-10-2016 19:00,28-10-2016 20:00,26.1,47.7,15.9,4.2
28-10-2016 20:00,28-10-2016 21:00,19.2,34.7,12.2,5.1
28-10-2016 21:00,28-10-2016 22:00,16.2,26.8,15.4,6.2
28-10-2016 22:00,28-10-2016 23:00,13.2,21.2,12,5.5
28-10-2016 23:00,29-10-2016 00:00,12.6,20.1,11.6,5.4
29-10-2016 00:00,29-10-2016 01:00,7.5,12.4,8.5,5.2
29-10-2016 01:00,29-10-2016 02:00,8.3,13.1,7.8,2.9
29-10-2016 02:00,29-10-2016 03:00,5.7,9.5,8.1,2.5
29-10-2016 03:00,29-10-2016 04:00,5.4,9.3,6.4,4.1
29-10-2016 04:00,29-10-2016 05:00,4.5,7.1,7.2,4.2
29-10-2016 05:00,29-10-2016 06:00,6.7,11.1,8,3
29-10-2016 06:00,29-10-2016 07:00,9,16.2,5.8,-0.1
29-10-2016 07:00,29-10-2016 08:00,16,29.7,8.9,2.4
29-10-2016 08:00,29-10-2016 09:00,21.6,41.9,11.4,0
29-10-2016 09:00,29-10-2016 10:00,26,53,12.9,2.6
29-10-2016 10:00,29-10-2016 11:00,28.1,57.1,17.1,2.4
29-10-2016 11:00,29-10-2016 12:00,29.8,62.9,16.9,2.6
29-10-2016 12:00,29-10-2016 13:00,26,52.9,15.4,2.6
29-10-2016 13:00,29-10-2016 14:00,24.3,49.8,17.8,2.5
29-10-2016 14:00,29-10-2016 15:00,24.8,51,17.4,1.7
29-10-2016 15:00,29-10-2016 16:00,28.2,54.1,12.5,2
29-10-2016 16:00,29-10-2016 17:00,30.3,59.8,13,4.3
29-10-2016 17:00,29-10-2016 18:00,19.3,37.1,13.3,0.7
29-10-2016 18:00,29-10-2016 19:00,15.3,28.3,7.7,-0.4
29-10-2016 19:00,29-10-2016 20:00,12.1,21.1,9.2,1.4
29-10-2016 20:00,29-10-2016 21:00,12.8,23,10.2,2.4
29-10-2016 21:00,29-10-2016 22:00,15.7,28.5,14.3,2.3
29-10-2016 22:00,29-10-2016 23:00,14.9,26.7,10.9,2.8
29-10-2016 23:00,30-10-2016 00:00,11.7,21.6,9.2,3.1
30-10-2016 00:00,30-10-2016 01:00,9.2,17.4,9.4,2.6
30-10-2016 01:00,30-10-2016 02:00,6.1,12.1,7.4,3
30-10-2016 02:00,30-10-2016 03:00,4.4,8.8,5.3,1.9
30-10-2016 03:00,30-10-2016 04:00,4.1,7.7,7.4,1.2
30-10-2016 04:00,30-10-2016 05:00,4.9,9.4,5.3,1.4
30-10-2016 05:00,30-10-2016 06:00,4.9,9.1,4.7,0
30-10-2016 06:00,30-10-2016 07:00,8,16,4,0.4
30-10-2016 07:00,30-10-2016 08:00,11.3,24.2,6.6,-1.5
30-10-2016 08:00,30-10-2016 09:00,14.4,31.4,4.2,-1.1
30-10-2016 09:00,30-10-2016 10:00,19.2,42,7.9,-2.1
30-10-2016 10:00,30-10-2016 11:00,25,56.3,10,-1.9
30-10-2016 11:00,30-10-2016 12:00,33.6,74.5,12.6,-0.3
30-10-2016 12:00,30-10-2016 13:00,30.1,66.6,13.4,-1.7
30-10-2016 13:00,30-10-2016 14:00,33.6,71.7,14.3,-0.5
30-10-2016 14:00,30-10-2016 15:00,30.5,64.1,15.5,0
30-10-2016 15:00,30-10-2016 16:00,53.8,114.9,26.6,7.4
30-10-2016 16:00,30-10-2016 17:00,84,188.5,37.5,8.5
30-10-2016 17:00,30-10-2016 18:00,80.2,163.4,51.5,8.7
30-10-2016 18:00,30-10-2016 19:00,81.2,181.6,41.1,7.5
30-10-2016 19:00,30-10-2016 20:00,63.9,132.5,31,7.4
30-10-2016 20:00,30-10-2016 21:00,56.3,106.9,27.6,5.7
30-10-2016 21:00,30-10-2016 22:00,54.2,116.4,27.7,6.4
30-10-2016 22:00,30-10-2016 23:00,42.8,83.8,19.7,4.1
30-10-2016 23:00,31-10-2016 00:00,38.7,68.8,15.5,2.7
31-10-2016 00:00,31-10-2016 01:00,27.1,45.5,13.3,4.4
31-10-2016 01:00,31-10-2016 02:00,23.8,38.1,11,3.4
31-10-2016 02:00,31-10-2016 03:00,17.3,30.3,8.8,3.4
31-10-2016 03:00,31-10-2016 04:00,18.2,34,9.6,3.2
